ens_id	symbol	chr	start	end	strand
ENSMUSG00000011034	Slc5a1	chr5	33104219	33162870	+
ENSMUSG00000034689	4921530L21Rik	chr14	95881254	95882780	+
ENSMUSG00000075377	Olfr362	chr2	37101706	37117910	-
ENSMUSG00000038357	Camp	chr9	109847379	109849617	-
ENSMUSG00000041536	Serpina3a	chr12	104112724	104121896	+
ENSMUSG00000048142	Nat8l	chr5	33995984	34005916	+
ENSMUSG00000034867	Ankrd27	chr7	35586244	35639226	+
ENSMUSG00000039852	Rere	chr4	150281646	150621966	+
ENSMUSG00000090097	Gm13757	chr2	88442814	88449131	-
ENSMUSG00000046716	Vmn1r67	chr7	10443331	10449202	+
ENSMUSG00000069920	B3gnt9	chr8	105252638	105255153	-
ENSMUSG00000025060	Slk	chr19	47579678	47645246	+
ENSMUSG00000039070	Cpa4	chr6	30568369	30592418	+
ENSMUSG00000025665	Rps6ka6	chrX	111388192	111537959	-
ENSMUSG00000020788	Atp2a3	chr11	72961169	72993044	+
ENSMUSG00000022799	Arhgap31	chr16	38598340	38713274	-
ENSMUSG00000031889	D230025D16Rik	chr8	105225145	105253053	+
ENSMUSG00000029299	Abcg3	chr5	104935057	104982718	-
ENSMUSG00000026764	Kif5c	chr2	49619298	49774778	+
ENSMUSG00000063334	Krr1	chr10	111972664	111988432	+
ENSMUSG00000036411	9530077C05Rik	chr9	22411513	22444681	+
ENSMUSG00000022899	Slc15a2	chr16	36750178	36784962	-
ENSMUSG00000028986	Klhl7	chr5	24100605	24160792	+
ENSMUSG00000027399	Il1a	chr2	129299610	129309972	-
ENSMUSG00000101766	Gm20908	chrY	64473266	64499452	+
ENSMUSG00000040836	Gpr161	chr1	165295789	165326745	+
ENSMUSG00000020941	Map3k14	chr11	103219762	103267472	-
ENSMUSG00000026851	BC005624	chr2	30972177	30982201	-
ENSMUSG00000063762	Tas2r129	chr6	132951102	132952066	+
ENSMUSG00000039787	Cercam	chr2	29869164	29882840	+
ENSMUSG00000057699	Tas2r131	chr6	132956884	132957919	-
ENSMUSG00000040857	Erf	chr7	25242561	25250761	-
ENSMUSG00000048924	Ccdc125	chr13	100669717	100697240	+
ENSMUSG00000032239	Rp9	chr9	22411047	22469743	-
ENSMUSG00000029204	Rhoh	chr5	65861213	65896700	+
ENSMUSG00000062528	Tas2r109	chr6	132980015	132980965	-
ENSMUSG00000079008	Gm14124	chr2	150257517	150270300	+
ENSMUSG00000073979	Olfr547	chr7	102534749	102535684	+
ENSMUSG00000031139	Mcf2	chrX	60055956	60179089	-
ENSMUSG00000031858	Mau2	chr8	70016123	70042734	-
ENSMUSG00000035651	4930480E11Rik	chrX	78369643	78371128	+
ENSMUSG00000026051	1500015O10Rik	chr1	43730602	43742578	+
ENSMUSG00000037905	Bri3bp	chr5	125441568	125460370	+
ENSMUSG00000025401	Myo1a	chr10	127705170	127720940	+
ENSMUSG00000063364	3300002I08Rik	chr2	150310935	150362765	-
ENSMUSG00000056073	Grik2	chr10	49094833	49788766	-
ENSMUSG00000034731	Dgkh	chr14	78558750	78732776	-
ENSMUSG00000031189	Aff2	chrX	69360294	69868037	+
ENSMUSG00000024479	Mal2	chr15	54571192	54602847	+
ENSMUSG00000040189	Ccdc114	chr7	45924072	45948963	+
ENSMUSG00000090891	D6Ertd527e	chr6	87104746	87112997	+
ENSMUSG00000060969	Irx1	chr13	71957921	71963723	-
ENSMUSG00000027398	Il1b	chr2	129364570	129371139	-
ENSMUSG00000006673	Qrich1	chr9	108516806	108560163	+
ENSMUSG00000038384	Setd1b	chr5	123142193	123168629	+
ENSMUSG00000056888	Glipr1	chr10	111985448	112002631	-
ENSMUSG00000000399	Ndufa9	chr6	126821721	126849136	-
ENSMUSG00000035357	Pdzrn3	chr6	101149609	101377897	-
ENSMUSG00000029205	Chrna9	chr5	65934921	65977326	+
ENSMUSG00000006724	Cyp27b1	chr10	127048250	127053006	+
ENSMUSG00000062031	Pgghg	chr7	140941391	140947664	+
ENSMUSG00000046367	Mgat4e	chr1	134540941	134549682	-
ENSMUSG00000078776	9530053A07Rik	chr7	28129466	28164811	+
ENSMUSG00000024539	Ptpn2	chr18	67665511	67724595	-
ENSMUSG00000021552	Gkap1	chr13	58233346	58275699	-
ENSMUSG00000030741	Spns1	chr7	126370060	126377450	-
ENSMUSG00000045733	Sprn	chr7	140150628	140154877	-
ENSMUSG00000039367	Sec24c	chr14	20674308	20694852	+
ENSMUSG00000044475	Ascc1	chr10	60002805	60099988	+
ENSMUSG00000090035	Galnt4	chr10	99108159	99113247	+
ENSMUSG00000069307	Hist1h2bq	chr13	21806612	21810197	-
ENSMUSG00000019952	Poc1b	chr10	99107036	99198074	+
ENSMUSG00000039018	Mtg1	chr7	140137564	140150786	+
ENSMUSG00000030867	Plk1	chr7	122159439	122169873	+
ENSMUSG00000002297	Dbf4	chr5	8396973	8422716	-
ENSMUSG00000020720	Psmd12	chr11	107479484	107504362	+
ENSMUSG00000030196	Tas2r103	chr6	133036163	133037101	-
ENSMUSG00000063522	2010109I03Rik	chr15	74876987	74897021	-
ENSMUSG00000033855	Ston1	chr17	88597684	88662586	+
ENSMUSG00000037287	Tbcel	chr9	42412316	42507809	-
ENSMUSG00000026609	Ush2a	chr1	188262023	188965041	+
ENSMUSG00000030353	Tead4	chr6	128224288	128300823	-
ENSMUSG00000068245	Phf11d	chr14	59347407	59365470	-
ENSMUSG00000093668	Pou5f2	chr13	78024902	78026295	+
ENSMUSG00000050174	Nudt6	chr3	37404910	37420211	-
ENSMUSG00000034040	Galnt17	chr5	130872082	131308497	-
ENSMUSG00000039001	Rps21	chr2	180257377	180258445	+
ENSMUSG00000020107	Anapc16	chr10	59987409	60003135	-
ENSMUSG00000055546	Timd4	chr11	46810800	46844332	+
ENSMUSG00000078518	Gm13030	chr4	138870992	138873964	-
ENSMUSG00000020411	Nipal4	chr11	46148155	46166508	-
ENSMUSG00000064138	Fam172a	chr13	77702033	78166235	+
ENSMUSG00000058900	Rsl1	chr13	67173182	67184044	+
ENSMUSG00000012126	Ubxn11	chr4	134102570	134127593	+
ENSMUSG00000020099	Unc5b	chr10	60762593	60831581	-
ENSMUSG00000041623	D11Wsu47e	chr11	113684412	113694647	+
ENSMUSG00000029601	Iqcd	chr5	120589016	120607118	+
ENSMUSG00000058056	Palld	chr8	61511433	61902690	-
ENSMUSG00000055862	Izumo4	chr10	80702184	80705373	+
ENSMUSG00000037962	Rflna	chr5	125003221	125012547	+
ENSMUSG00000062037	Olfr285	chr15	98309203	98317353	-
ENSMUSG00000029600	Rita1	chr5	120594305	120612589	-
ENSMUSG00000038990	Cables2	chr2	180258540	180273496	-
ENSMUSG00000109219	Olfr1299	chr2	111661419	111665814	+
ENSMUSG00000050493	Fam167b	chr4	129576815	129578549	-
ENSMUSG00000073978	Olfr548-ps1	chr7	102540896	102545890	+
ENSMUSG00000063245	Zfp993	chr4	146610961	146658160	+
ENSMUSG00000006763	Saal1	chr7	46686108	46710680	-
ENSMUSG00000101053	Gm20815	chrY	8832821	8835169	-
ENSMUSG00000022076	Klhl1	chr14	96102736	96519102	-
ENSMUSG00000026333	Gin1	chr1	97770172	97793709	+
ENSMUSG00000068130	Zfp442	chr2	150407141	150451486	-
ENSMUSG00000027828	Ssr3	chr3	65379655	65392623	-
ENSMUSG00000020183	Cpm	chr10	117629500	117687352	+
ENSMUSG00000034243	Golgb1	chr16	36875140	36933085	+
ENSMUSG00000022139	Mbnl2	chr14	120275669	120431697	+
ENSMUSG00000071147	Tas2r140	chr6	133054817	133055816	-
ENSMUSG00000032502	Stac	chr9	111561437	111690348	-
ENSMUSG00000057761	Olfr1022	chr2	85868594	85869541	+
ENSMUSG00000037469	Acp7	chr7	28607634	28631332	-
ENSMUSG00000027722	Spata5	chr3	37419896	37579096	+
ENSMUSG00000057074	Ces1g	chr8	93302369	93337308	-
ENSMUSG00000028751	Pla2g2e	chr4	138877942	138882817	+
ENSMUSG00000036745	Ttll7	chr3	146852367	146984009	+
ENSMUSG00000038453	Srcin1	chr11	97509340	97576186	-
ENSMUSG00000073977	Olfr549	chr7	102549870	102555842	+
ENSMUSG00000030344	Akap3	chr6	126853098	126874308	+
ENSMUSG00000033909	Usp36	chr11	118259651	118290244	-
ENSMUSG00000001504	Irx2	chr13	72628820	72634198	+
ENSMUSG00000055108	Phxr2	chr10	99125167	99126325	-
ENSMUSG00000000365	Rnf17	chr14	56402581	56525032	+
ENSMUSG00000057531	Dtnbp1	chr13	44922075	45002147	-
ENSMUSG00000032717	Mdfi	chr17	47815328	47834691	-
ENSMUSG00000038615	Nfe2l1	chr11	96817414	96829968	-
ENSMUSG00000029482	Aacs	chr5	125475814	125517410	+
ENSMUSG00000037362	Nov	chr15	54745702	54754039	+
ENSMUSG00000086147	Zfp989	chr4	146971976	146990755	+
ENSMUSG00000017009	Sdc4	chr2	164424247	164443887	-
ENSMUSG00000040648	Ppip5k2	chr1	97706048	97770411	-
ENSMUSG00000021362	Gcm2	chr13	41101427	41111035	-
ENSMUSG00000103371	Gm35134	chrY	19113007	19139093	+
ENSMUSG00000029484	Anxa3	chr5	96793339	96845966	+
ENSMUSG00000018727	Cpsf4l	chr11	113698172	113710017	-
ENSMUSG00000022863	Btg3	chr16	78359860	78377192	-
ENSMUSG00000017697	Ada	chr2	163726584	163750239	-
ENSMUSG00000052516	Robo2	chr16	73892306	74411825	-
ENSMUSG00000028172	Tacr3	chr3	134829007	134934579	+
ENSMUSG00000005442	Cic	chr7	25267704	25294159	+
ENSMUSG00000020721	Helz	chr11	107547930	107693826	+
ENSMUSG00000027794	Sohlh2	chr3	55182028	55209957	+
ENSMUSG00000057948	Unc13d	chr11	116062095	116077961	-
ENSMUSG00000063787	Chchd1	chr14	20703006	20704425	+
ENSMUSG00000032393	Dpp8	chr9	65032414	65082651	+
ENSMUSG00000006345	Ggt1	chr10	75561604	75586200	+
ENSMUSG00000041161	Otud3	chr4	138895379	138913945	-
ENSMUSG00000026571	Dcaf6	chr1	165328698	165460475	-
ENSMUSG00000051793	Olfr284	chr15	98340022	98340987	-
ENSMUSG00000032377	Plscr4	chr9	92457373	92492456	+
ENSMUSG00000022941	Ripply3	chr16	94328420	94336935	+
ENSMUSG00000039357	Fut11	chr14	20694968	20701016	+
ENSMUSG00000028843	Sh3bgrl3	chr4	134127406	134128789	-
ENSMUSG00000072704	Smim10l1	chr6	133104909	133110899	+
ENSMUSG00000053391	Olfr211	chr6	116489091	116498221	+
ENSMUSG00000052613	Pcdh15	chr10	73099342	74649737	+
ENSMUSG00000042228	Lyn	chr4	3678115	3813122	+
ENSMUSG00000051209	Gpr119	chrX	48667979	48674478	-
ENSMUSG00000032532	Cck	chr9	121489824	121495694	-
ENSMUSG00000070460	Olfr291	chr7	84853553	84859612	+
ENSMUSG00000030770	Parva	chr7	112427505	112591692	+
ENSMUSG00000021135	Slc10a1	chr12	80953183	80968705	-
ENSMUSG00000049372	Olfr1183	chr2	88454867	88469199	+
ENSMUSG00000095845	Gm5741	chr8	85067568	85067982	-
ENSMUSG00000004359	Spic	chr10	88674772	88685015	-
ENSMUSG00000042333	Tnfrsf14	chr4	154921933	154928563	-
ENSMUSG00000039678	Tbc1d13	chr2	30133746	30152013	+
ENSMUSG00000094248	Hist1h2ao	chr13	21810465	21810944	+
ENSMUSG00000067919	Rex2	chr4	147021850	147060794	+
ENSMUSG00000037060	Cavin3	chr7	105480083	105482300	-
ENSMUSG00000089922	Gm43517	chr12	49385174	49394127	+
ENSMUSG00000020950	Foxg1	chr12	49382660	49386861	+
ENSMUSG00000032818	Loxhd1	chr18	77281958	77442341	+
ENSMUSG00000017734	Dbndd2	chr2	164486106	164493319	+
ENSMUSG00000028759	Hp1bp3	chr4	138216296	138244683	+
ENSMUSG00000021177	Tdp1	chr12	99884517	99955219	+
ENSMUSG00000046865	Fbl	chr7	28169710	28179269	+
ENSMUSG00000068923	Syt11	chr3	88744700	88775164	-
ENSMUSG00000063376	Ifna13	chr4	88643641	88644459	-
ENSMUSG00000022012	Enox1	chr14	77156763	77721760	+
ENSMUSG00000069306	Hist1h4m	chr13	21811746	21812147	+
ENSMUSG00000093976	Gm8674	chr13	49899435	49904597	-
ENSMUSG00000002058	Unc119	chr11	78343482	78349164	+
ENSMUSG00000068154	Insm1	chr2	146221921	146225020	+
ENSMUSG00000021148	Gm9745	chr13	8941575	8948231	-
ENSMUSG00000027276	Jag1	chr2	137081456	137116644	-
ENSMUSG00000051424	Olfr1184	chr2	88483598	88489284	+
ENSMUSG00000040627	Aicda	chr6	122553801	122564180	+
ENSMUSG00000031107	Rbmx2	chrX	48695004	48710723	+
ENSMUSG00000027162	Lin7c	chr2	109890853	109901003	+
ENSMUSG00000057735	Olfr1185-ps1	chr2	88493320	88502049	+
ENSMUSG00000040502	Mar-09	chr10	127055011	127060184	-
ENSMUSG00000026388	3110009E18Rik	chr1	120121187	120188189	+
ENSMUSG00000027004	Frzb	chr2	80411970	80447625	-
ENSMUSG00000051180	Olfr522	chr7	140159999	140164764	-
ENSMUSG00000069305	Hist1h4n	chr13	21831767	21832196	-
ENSMUSG00000050675	Gp1ba	chr11	70639122	70642036	+
ENSMUSG00000057738	Sptan1	chr2	29965560	30031451	+
ENSMUSG00000037225	Fgf2	chr3	37348346	37410108	+
ENSMUSG00000047996	Prrg1	chrX	78449613	78583896	-
ENSMUSG00000070459	Olfr290	chr7	84913075	84920861	+
ENSMUSG00000025229	Pitx3	chr19	46135685	46148326	-
ENSMUSG00000032671	A930018P22Rik	chr2	104122769	104124749	+
ENSMUSG00000033849	B3galt2	chr1	143640664	143654614	+
ENSMUSG00000079003	Samd1	chr8	83997672	84000409	+
ENSMUSG00000039759	Thap3	chr4	151982639	151988997	-
ENSMUSG00000078652	Psme3	chr11	101316213	101323537	+
ENSMUSG00000038754	Elovl3	chr19	46131897	46135307	+
ENSMUSG00000026361	Cdc73	chr1	143598800	143702893	-
ENSMUSG00000030966	Trim21	chr7	102557921	102565486	-
ENSMUSG00000078198	Olfr364-ps1	chr2	37139322	37148585	+
ENSMUSG00000057363	Uxs1	chr1	43746966	43827800	-
ENSMUSG00000038214	Bend3	chr10	43478831	43515396	+
ENSMUSG00000037110	Ralgapa2	chr2	146239879	146512344	-
ENSMUSG00000014606	Slc25a11	chr11	70644196	70647479	-
ENSMUSG00000068874	Selenbp1	chr3	94933056	94944758	+
ENSMUSG00000029445	Hpd	chr5	123171807	123182727	-
ENSMUSG00000015478	Rnf5	chr17	34601091	34603690	-
ENSMUSG00000032555	Topbp1	chr9	103305215	103350428	+
ENSMUSG00000033520	Idi2	chr13	8952863	8960945	+
ENSMUSG00000025400	Tac2	chr10	127724478	127731768	+
ENSMUSG00000032477	Cdc25a	chr9	109875579	109893895	+
ENSMUSG00000051444	Bbs12	chr3	37312554	37321453	+
ENSMUSG00000025137	Pcyt2	chr11	120610087	120617936	-
ENSMUSG00000021136	Smoc1	chr12	81026808	81186414	+
ENSMUSG00000079363	Gbp4	chr5	105115767	105139586	-
ENSMUSG00000009941	Nxf2	chrX	134944526	134964754	-
ENSMUSG00000090996	Gm20458	chr2	164460967	164490760	+
ENSMUSG00000028582	Cc2d1b	chr4	108619940	108634123	+
ENSMUSG00000044361	BC024139	chr15	76119517	76126596	-
ENSMUSG00000045503	Sys1	chr2	164456964	164479638	+
ENSMUSG00000005150	Wdr83	chr8	85075035	85081306	-
ENSMUSG00000045031	Cetn4	chr3	37307749	37312708	-
ENSMUSG00000022864	D16Ertd472e	chr16	78544012	78576657	-
ENSMUSG00000094886	Gm10784	chr13	49945096	49945333	-
ENSMUSG00000003848	Nob1	chr8	107412486	107425051	-
ENSMUSG00000091387	Gcnt4	chr13	96924689	96950906	+
ENSMUSG00000078355	Ifna16	chr4	88675915	88676924	-
ENSMUSG00000055013	Agap1	chr1	89454806	89897617	+
ENSMUSG00000027575	Arfgap1	chr2	180967225	180982526	+
ENSMUSG00000022587	Ly6e	chr15	74955051	74959905	+
ENSMUSG00000042207	Kdm5b	chr1	134560171	134635285	+
ENSMUSG00000024154	Gtf2a1l	chr17	88668660	88715152	+
ENSMUSG00000052075	1700029F12Rik	chr13	97021864	97034362	-
ENSMUSG00000050128	Olfr1023	chr2	85885640	85891213	+
ENSMUSG00000034640	Tiparp	chr3	65528410	65555518	+
ENSMUSG00000037049	Smpd1	chr7	105554360	105558389	+
ENSMUSG00000055594	5530400C23Rik	chr6	133292216	133295792	+
ENSMUSG00000046408	1700067K01Rik	chr8	84001502	84004770	+
ENSMUSG00000025813	Homer2	chr7	81600481	81707527	-
ENSMUSG00000040746	Rnf167	chr11	70647235	70651421	+
ENSMUSG00000017466	Timp2	chr11	118301069	118355740	-
ENSMUSG00000029440	Psmd9	chr5	123169413	123250131	+
ENSMUSG00000020156	Mum1	chr10	80226434	80243903	+
ENSMUSG00000034438	Gbp8	chr5	105014150	105139540	-
ENSMUSG00000078354	Ifna2	chr4	88682881	88683912	-
ENSMUSG00000090497	Gm17611	chr13	49976258	49977074	-
ENSMUSG00000079555	Haus3	chr5	34153880	34169527	-
ENSMUSG00000038569	Rad9b	chr5	122323223	122354233	-
ENSMUSG00000053070	9230110C19Rik	chr9	8021672	8042823	-
ENSMUSG00000076433	Cep295nl	chr11	118332360	118342500	-
ENSMUSG00000100079	Ifnab	chr4	88690302	88691359	-
ENSMUSG00000017720	Trp53tg5	chr2	164470301	164473724	-
ENSMUSG00000087444	Gm5475	chr15	100422147	100428150	+
ENSMUSG00000024472	Dcp2	chr18	44380502	44424969	+
ENSMUSG00000028068	Iqgap3	chr3	88081971	88121048	+
ENSMUSG00000042096	Dao	chr5	114003703	114025682	+
ENSMUSG00000023030	Slc11a2	chr15	100387898	100425072	-
ENSMUSG00000070923	Klhl9	chr4	88718292	88722465	-
ENSMUSG00000053251	Olfr212	chr6	116506516	116517965	+
ENSMUSG00000060038	Dhps	chr8	85071757	85075162	+
ENSMUSG00000057149	Olfr1301	chr2	111751006	111758852	+
ENSMUSG00000045102	Poln	chr5	34007179	34169448	-
ENSMUSG00000026103	Gls	chr1	52163448	52233232	-
ENSMUSG00000020340	Cyfip2	chr11	46193850	46312859	-
ENSMUSG00000058396	Gpr182	chr10	127747276	127751732	-
ENSMUSG00000027323	Rad51	chr2	119112793	119147445	+
ENSMUSG00000019797	1700021F05Rik	chr10	43525133	43540994	-
ENSMUSG00000029298	Gbp9	chr5	105077630	105139539	-
ENSMUSG00000044617	Zbtb39	chr10	127739538	127747349	+
ENSMUSG00000039298	Cdk5rap2	chr4	70216856	70410443	-
ENSMUSG00000070661	Rnf186	chr4	138967112	138968360	+
ENSMUSG00000002949	Timm44	chr8	4259731	4275913	-
ENSMUSG00000044560	Olfr1302	chr2	111777429	111782700	+
ENSMUSG00000056184	Olfr283	chr15	98377699	98380946	-
ENSMUSG00000081649	Olfr213	chr6	116538456	116544292	+
ENSMUSG00000101294	Btbd35f15	chrX	33575398	33577314	-
ENSMUSG00000002984	Tomm40	chr7	19701313	19715438	-
ENSMUSG00000107906	Gm5580	chr6	116551141	116552502	+
ENSMUSG00000045886	Gm9803	chr10	43524084	43524646	+
ENSMUSG00000029788	Cpa5	chr6	30611010	30631745	+
ENSMUSG00000056148	Rdh9	chr10	127776386	127792697	+
ENSMUSG00000040557	Mettl27	chr5	134932368	134942637	+
ENSMUSG00000094777	Hist1h2ap	chr13	21833026	21833507	-
ENSMUSG00000027887	Sypl2	chr3	108211472	108226648	-
ENSMUSG00000022658	Tagln3	chr16	45711230	45724608	-
ENSMUSG00000041598	Cdc42ep4	chr11	113726850	113751881	-
ENSMUSG00000018293	Pfn1	chr11	70651850	70654644	-
ENSMUSG00000082882	Olfr1186	chr2	88518551	88526790	+
ENSMUSG00000038980	Rbbp8nl	chr2	180277646	180289879	-
ENSMUSG00000089789	Rdh1	chr10	127759721	127768297	+
ENSMUSG00000094282	Cfap73	chr5	120628335	120634235	-
ENSMUSG00000010453	Kansl3	chr1	36335730	36369181	-
ENSMUSG00000066392	Nrxn3	chr12	88722876	90334935	+
ENSMUSG00000038582	Pptc7	chr5	122284365	122324281	+
ENSMUSG00000099009	Rdh16f1	chr10	127759787	127792694	+
ENSMUSG00000029599	Ddx54	chr5	120612739	120628592	+
ENSMUSG00000028798	Eif3i	chr4	129591960	129600648	-
ENSMUSG00000002409	Dyrk1b	chr7	28179469	28187294	+
ENSMUSG00000067916	Zfp991	chr4	147132038	147180579	+
ENSMUSG00000059355	Wdr83os	chr8	85080740	85082339	+
ENSMUSG00000029097	Trmt44	chr5	35556203	35575070	-
ENSMUSG00000031425	Plp1	chrX	136822671	136839733	+
ENSMUSG00000048001	Hes5	chr4	154960923	154962371	+
ENSMUSG00000020354	Sgcd	chr11	46896253	47988969	-
ENSMUSG00000030345	Dyrk4	chr6	126876020	126921839	-
ENSMUSG00000062980	Cped1	chr6	21985916	22256404	+
ENSMUSG00000075206	Olfr1024	chr2	85904069	85905052	-
ENSMUSG00000066842	Hmcn1	chr1	150562524	150993435	-
ENSMUSG00000060904	Arl1	chr10	88730858	88744094	+
ENSMUSG00000040613	Apobec1	chr6	122577792	122602444	-
ENSMUSG00000062300	Nectin2	chr7	19716644	19750483	-
ENSMUSG00000059429	Olfr365	chr2	37188198	37206019	+
ENSMUSG00000056025	Clca3a1	chr3	144729677	144760977	-
ENSMUSG00000095028	Sirpb1b	chr3	15495751	15575065	-
ENSMUSG00000068947	Olfr366	chr2	37211574	37224506	+
ENSMUSG00000026854	Usp20	chr2	30982279	31023586	+
ENSMUSG00000066364	Serpina3b	chr12	104127996	104139545	+
ENSMUSG00000094618	Gm13271	chr4	88754868	88755416	+
ENSMUSG00000013367	Iglon5	chr7	43472904	43490075	-
ENSMUSG00000020213	Glipr1l1	chr10	112060189	112078510	+
ENSMUSG00000093804	Olfr1303	chr2	111812247	111820340	-
ENSMUSG00000070730	Rmdn3	chr2	119137001	119157034	-
ENSMUSG00000033157	Abhd10	chr16	45729725	45742955	-
ENSMUSG00000074731	Zfp345	chr2	150470991	150485091	-
ENSMUSG00000037526	Atg14	chr14	47540893	47570649	-
ENSMUSG00000018604	Tbx3	chr5	119670669	119684724	+
ENSMUSG00000026097	Ormdl1	chr1	53297095	53310309	+
ENSMUSG00000055447	Cd47	chr16	49855618	49915010	+
ENSMUSG00000020869	Lrrc59	chr11	94629767	94645216	+
ENSMUSG00000039838	Slc45a1	chr4	150628572	150652174	-
ENSMUSG00000020214	Glipr1l2	chr10	112083354	112108098	+
ENSMUSG00000031398	Plxna3	chrX	74329066	74344689	+
ENSMUSG00000040729	Cep126	chr9	8076461	8134294	-
ENSMUSG00000029838	Ptn	chr6	36714929	36810220	-
ENSMUSG00000032382	Snx1	chr9	66088133	66126587	-
ENSMUSG00000008763	Man1a2	chr3	100562208	100685503	-
ENSMUSG00000026096	Osgepl1	chr1	53313624	53326343	+
ENSMUSG00000049018	Olfr368	chr2	37326515	37332772	+
ENSMUSG00000022898	Dscr3	chr16	94497783	94526830	-
ENSMUSG00000032968	Inha	chr1	75507077	75510366	+
ENSMUSG00000033420	Antxr1	chr6	87133853	87335821	-
ENSMUSG00000045328	Cenpe	chr3	135212537	135273611	+
ENSMUSG00000030075	Cntn3	chr6	102162655	102573101	-
ENSMUSG00000029673	Auts2	chr5	131437333	132543344	-
ENSMUSG00000020184	Mdm2	chr10	117688875	117710758	-
ENSMUSG00000028262	Clca3a2	chr3	144796559	144819494	-
ENSMUSG00000058126	Tpm3-rs7	chr14	113314608	113316754	+
ENSMUSG00000039055	Eme1	chr11	94644996	94653964	-
ENSMUSG00000032292	Nr2e3	chr9	59942771	59960659	-
ENSMUSG00000025352	Gdf11	chr10	128882295	128891718	-
ENSMUSG00000074217	2210011C24Rik	chr8	84010222	84012171	-
ENSMUSG00000040663	Clcf1	chr19	4214238	4223490	+
ENSMUSG00000015937	H2afy	chr13	56073619	56136361	-
ENSMUSG00000100505	Gm13283	chr4	88760119	88761581	+
ENSMUSG00000109482	Gm4756	chr12	72576002	72649661	-
ENSMUSG00000006219	Fblim1	chr4	141576062	141606096	-
ENSMUSG00000050840	Cdh20	chr1	104768529	104995481	+
ENSMUSG00000030722	Nfatc2ip	chr7	126382854	126396737	-
ENSMUSG00000079606	Gm595	chrX	48841466	48877713	-
ENSMUSG00000040785	Ttc3	chr16	94370618	94522117	+
ENSMUSG00000030245	Golt1b	chr6	142387221	142403858	+
ENSMUSG00000061701	Fbxw20	chr9	109217432	109234754	-
ENSMUSG00000015627	Gata5	chr2	180325133	180334699	-
ENSMUSG00000055067	Smyd3	chr1	178951960	179518041	-
ENSMUSG00000038651	Sycp2l	chr13	41114307	41174351	+
ENSMUSG00000034501	Pcnx4	chr12	72536383	72580119	+
ENSMUSG00000041143	Tmco4	chr4	138972888	139059171	+
ENSMUSG00000024414	Mrpl27	chr11	94653767	94660089	+
ENSMUSG00000005089	Slc1a2	chr2	102658659	102790784	+
ENSMUSG00000028793	Rnf19b	chr4	129058271	129085886	+
ENSMUSG00000078486	Perm1	chr4	156215868	156221307	+
ENSMUSG00000074955	Olfr1305	chr2	111867657	111877149	-
ENSMUSG00000022793	B4galt4	chr16	38742264	38769049	+
ENSMUSG00000044968	Napepld	chr5	21662901	21701396	-
ENSMUSG00000027852	Nras	chr3	103058285	103067914	+
ENSMUSG00000071112	Spx	chr6	142413441	142419730	+
ENSMUSG00000078651	Aoc2	chr11	101325063	101329702	+
ENSMUSG00000028861	Mrps15	chr4	126046925	126055532	+
ENSMUSG00000026213	Stk11ip	chr1	75521529	75537335	+
ENSMUSG00000026095	Asnsd1	chr1	53344617	53352752	-
ENSMUSG00000010914	Pdhx	chr2	103021075	103073513	-
ENSMUSG00000048721	Fndc9	chr11	46235531	46239872	+
ENSMUSG00000054404	Slfn5	chr11	82951349	82964840	+
ENSMUSG00000009828	Ick	chr9	78109192	78172107	+
ENSMUSG00000006386	Tek	chr4	94739289	94874976	+
ENSMUSG00000023868	Pde10a	chr17	8525372	8986648	+
ENSMUSG00000035934	Pknox2	chr9	36890982	37147407	-
ENSMUSG00000041707	1810011H11Rik	chr14	32785963	32817984	+
ENSMUSG00000094271	Gm13290	chr4	88773834	88774801	+
ENSMUSG00000028967	Errfi1	chr4	150853919	150868892	+
ENSMUSG00000025351	Cd63	chr10	128900989	128912822	+
ENSMUSG00000096582	Gm13289	chr4	88776922	88777470	+
ENSMUSG00000058884	Olfr1025-ps1	chr2	85915193	85921381	+
ENSMUSG00000001225	Slc26a3	chr12	31390871	31473917	+
ENSMUSG00000009030	Pdcl	chr2	37350074	37359332	-
ENSMUSG00000099353	1700031M16Rik	chr15	98398419	98416268	+
ENSMUSG00000095300	Gm906	chr13	50245181	50250308	-
ENSMUSG00000029592	Usp30	chr5	114065461	114124720	+
ENSMUSG00000042863	Olfr1026	chr2	85921558	85924623	+
ENSMUSG00000019689	Fmc1	chr6	38533502	38539449	+
ENSMUSG00000096591	Gm13272	chr4	88779850	88780660	+
ENSMUSG00000018845	Unc45b	chr11	82910550	82943403	+
ENSMUSG00000066361	Serpina3c	chr12	104146382	104153870	-
ENSMUSG00000075054	Yae1d1	chr13	17981330	17993349	-
ENSMUSG00000047139	Cd24a	chr10	43578284	43584265	+
ENSMUSG00000034254	Agpat1	chr17	34604262	34613449	+
ENSMUSG00000051051	Olfr523	chr7	140173217	140178758	+
ENSMUSG00000034247	Plekhm1	chr11	103364275	103412687	-
ENSMUSG00000007034	Slc44a4	chr17	34914466	34930436	+
ENSMUSG00000060176	Kif27	chr13	58287502	58359122	-
ENSMUSG00000013353	4931406B18Rik	chr7	43492044	43505940	-
ENSMUSG00000044071	Fam19a2	chr10	123263996	123741204	+
ENSMUSG00000032374	Plod2	chr9	92542223	92608428	+
ENSMUSG00000078127	Fam170b	chr14	32833962	32836789	+
