pk_pos	gene
chr17-50873799-50874714	ENSMUSG00000022687
chr10-86730788-86731665	ENSMUSG00000022711
chr10-86778491-86779409	ENSMUSG00000022711
chr10-87114077-87114959	ENSMUSG00000022711
chr19-57558347-57559220	ENSMUSG00000022754
chr19-57838361-57838990	ENSMUSG00000022754
chr19-5802167-5802845	ENSMUSG00000022754
chr19-55545345-55546217	ENSMUSG00000022755
chr19-55578143-55578950	ENSMUSG00000022755
chr19-55662245-55663089	ENSMUSG00000022755
chr19-55421579-55422389	ENSMUSG00000022757
chr14-111674472-111675293	ENSMUSG00000022770
chr14-111762007-111762884	ENSMUSG00000022770
chr14-113656664-113657559	ENSMUSG00000022770
chr14-115467750-115468633	ENSMUSG00000022770
chr14-115616593-115617458	ENSMUSG00000022770
chr14-115673767-115674509	ENSMUSG00000022770
chr14-47224780-47225407	ENSMUSG00000022807
chr15-89902776-89903674	ENSMUSG00000022809
chr15-89915365-89916268	ENSMUSG00000022809
chr15-90237413-90238309	ENSMUSG00000022809
chr12-13600463-13601377	ENSMUSG00000022822
chr15-12375289-12376201	ENSMUSG00000022849
chr3-21356774-21357648	ENSMUSG00000022857
chr3-21427202-21428116	ENSMUSG00000022857
chr5-111413953-111414859	ENSMUSG00000022952
chr5-35033026-35033481	ENSMUSG00000022992
chr5-35070730-35071617	ENSMUSG00000022992
chr5-44224039-44224944	ENSMUSG00000022999
chr5-44250366-44251285	ENSMUSG00000022999
chr5-44458991-44459879	ENSMUSG00000022999
chr5-44590854-44591648	ENSMUSG00000022999
chr5-44458991-44459879	ENSMUSG00000023004
chr5-44590854-44591648	ENSMUSG00000023004
chr5-44613508-44614393	ENSMUSG00000023004
chr5-75044147-75044997	ENSMUSG00000023031
chr5-75066877-75067808	ENSMUSG00000023031
chr5-75184533-75185431	ENSMUSG00000023032
chr5-75196745-75197591	ENSMUSG00000023032
chr5-75347313-75348071	ENSMUSG00000023032
chr5-98247284-98248097	ENSMUSG00000023041
chr4-53415741-53416658	ENSMUSG00000023084
chr5-142238565-142239461	ENSMUSG00000023169
chr5-142281768-142282671	ENSMUSG00000023169
chr12-13378865-13379754	ENSMUSG00000023243
chr7-75139068-75139962	ENSMUSG00000023247
chr6-77979256-77980154	ENSMUSG00000023259
chr6-31835748-31836613	ENSMUSG00000023262
chr8-25342985-25343906	ENSMUSG00000023274
chr11-82181063-82181928	ENSMUSG00000023852
chr11-78967073-78967942	ENSMUSG00000023885
chr12-75640308-75641133	ENSMUSG00000023902
chr12-75669188-75670109	ENSMUSG00000023903
chr12-75694608-75695490	ENSMUSG00000023909
chr17-48192414-48193264	ENSMUSG00000023913
chr17-4833920-4834830	ENSMUSG00000023913
chr17-48425653-48426578	ENSMUSG00000023913
chr17-48467325-48468203	ENSMUSG00000023913
chr17-62659437-62660358	ENSMUSG00000023935
chr17-62807323-62808143	ENSMUSG00000023935
chr17-62884007-62884772	ENSMUSG00000023935
chr1-38632491-38633400	ENSMUSG00000023965
chr1-38682973-38683880	ENSMUSG00000023965
chr17-80174656-80175552	ENSMUSG00000023967
chr17-80311462-80312316	ENSMUSG00000023967
chr17-80345018-80345915	ENSMUSG00000023967
chr17-80503981-80504676	ENSMUSG00000023967
chr17-80683712-80684647	ENSMUSG00000023967
chr17-87152696-87153615	ENSMUSG00000023977
chr17-87168802-87169694	ENSMUSG00000023977
chr17-87036236-87037136	ENSMUSG00000023978
chr18-23436218-23437128	ENSMUSG00000023995
chr18-23586137-23586957	ENSMUSG00000023995
chr18-55519207-55520121	ENSMUSG00000023999
chr18-55538795-55539715	ENSMUSG00000023999
chr18-55549443-55550288	ENSMUSG00000023999
chr13-52679627-52680542	ENSMUSG00000024014
chr13-52797483-52798365	ENSMUSG00000024014
chr13-53169329-53170202	ENSMUSG00000024018
chr13-53197349-53198113	ENSMUSG00000024018
chr13-98768142-98769054	ENSMUSG00000024032
chr13-99512802-99513587	ENSMUSG00000024032
chr14-111582850-111583748	ENSMUSG00000024039
chr14-115673767-115674509	ENSMUSG00000024041
chr14-11578510-11579298	ENSMUSG00000024041
chr14-19706455-19707184	ENSMUSG00000024045
chr14-19719937-19720819	ENSMUSG00000024045
chr14-19739924-19740678	ENSMUSG00000024045
chr2-161044329-161045224	ENSMUSG00000024059
chr2-179395250-179396049	ENSMUSG00000024063
chr2-29041876-29042727	ENSMUSG00000024065
chr2-43989551-43990478	ENSMUSG00000024078
chr2-44733643-44734459	ENSMUSG00000024078
chr3-19605507-19606310	ENSMUSG00000024082
chr3-21298170-21299104	ENSMUSG00000024084
chr3-26793345-26794155	ENSMUSG00000024087
chr13-106281010-106281870	ENSMUSG00000024112
chr13-106567558-106568173	ENSMUSG00000024112
chr12-76508812-76509678	ENSMUSG00000024116
chr12-76533184-76534061	ENSMUSG00000024116
chr4-126619547-126620471	ENSMUSG00000024120
chr12-85150785-85151653	ENSMUSG00000024130
chr12-85175676-85176495	ENSMUSG00000024130
chr12-85177004-85177804	ENSMUSG00000024130
chr12-85181412-85182227	ENSMUSG00000024130
chr12-8519351-8520178	ENSMUSG00000024130
chr12-8522494-8523372	ENSMUSG00000024130
chr12-85425977-85426908	ENSMUSG00000024130
chr12-85956021-85956902	ENSMUSG00000024142
chr12-85979731-85980621	ENSMUSG00000024142
chr12-85986766-85987527	ENSMUSG00000024142
chr12-86017013-86017848	ENSMUSG00000024142
chr12-86024253-86025147	ENSMUSG00000024142
chr12-86026785-86027658	ENSMUSG00000024142
chr19-7605982-7606807	ENSMUSG00000024164
chr19-8756623-8757537	ENSMUSG00000024164
chr19-8858801-8859631	ENSMUSG00000024164
chr13-101373397-101374256	ENSMUSG00000024171
chr13-10140220-10141106	ENSMUSG00000024171
chr13-101450298-101451223	ENSMUSG00000024171
chr13-116882913-116883623	ENSMUSG00000024188
chr13-116962950-116963850	ENSMUSG00000024188
chr13-117235324-117236219	ENSMUSG00000024188
chr13-117289307-117290209	ENSMUSG00000024188
chr13-117721871-117722777	ENSMUSG00000024188
chr19-54360445-54360950	ENSMUSG00000024197
chr19-54363559-54364370	ENSMUSG00000024197
chr19-54364954-54365899	ENSMUSG00000024197
chr13-44232128-44232952	ENSMUSG00000024225
chr13-44347467-44348354	ENSMUSG00000024225
chr13-44791902-44792744	ENSMUSG00000024225
chr1-155758996-155759873	ENSMUSG00000024228
chr1-155777075-155777988	ENSMUSG00000024228
chr10-114182483-114183337	ENSMUSG00000024232
chr10-114802195-114802768	ENSMUSG00000024232
chr10-114924614-114925363	ENSMUSG00000024232
chr3-30416818-30417590	ENSMUSG00000024241
chr3-30464215-30465122	ENSMUSG00000024241
chr3-30505318-30506150	ENSMUSG00000024241
chr3-30592082-30592988	ENSMUSG00000024241
chr3-30633518-30634397	ENSMUSG00000024241
chr3-30647375-30648277	ENSMUSG00000024241
chr3-96147680-96148583	ENSMUSG00000024247
chr3-96576441-96577314	ENSMUSG00000024247
chr3-96824546-96825178	ENSMUSG00000024247
chr3-97079220-97080135	ENSMUSG00000024247
chr4-123677049-123677889	ENSMUSG00000024253
chr4-123699317-123700204	ENSMUSG00000024253
chr4-123948728-123949558	ENSMUSG00000024253
chr4-123990559-123991459	ENSMUSG00000024253
chr5-112091658-112092564	ENSMUSG00000024256
chr5-112228375-112229225	ENSMUSG00000024256
chr13-109907389-109908231	ENSMUSG00000024268
chr13-109921965-109922833	ENSMUSG00000024268
chr13-109927853-109928489	ENSMUSG00000024268
chr13-110073477-110074321	ENSMUSG00000024268
chr12-75735222-75736084	ENSMUSG00000024277
chr10-72887746-72888619	ENSMUSG00000024283
chr10-73935824-73936744	ENSMUSG00000024283
chr12-41154212-41155120	ENSMUSG00000024306
chr14-60987942-60988862	ENSMUSG00000024308
chr14-4726223-4727070	ENSMUSG00000024378
chr14-99942851-99943695	ENSMUSG00000024397
chr15-10688571-10689387	ENSMUSG00000024406
chr15-10922291-10923187	ENSMUSG00000024409
chr15-11038371-11039201	ENSMUSG00000024409
chr15-11098623-11099390	ENSMUSG00000024409
chr15-11174483-11175334	ENSMUSG00000024409
chr15-24407431-24408326	ENSMUSG00000024429
chr15-16752882-16753715	ENSMUSG00000024436
chr15-23921020-23921904	ENSMUSG00000024436
chr17-81015556-81016460	ENSMUSG00000024477
chr17-81132925-81133780	ENSMUSG00000024477
chr17-81178213-81178998	ENSMUSG00000024477
chr17-86862848-86863765	ENSMUSG00000024481
chr15-40130791-40131682	ENSMUSG00000024483
chr15-40114646-40115475	ENSMUSG00000024486
chr16-95845127-95845966	ENSMUSG00000024493
chr16-96468395-96469300	ENSMUSG00000024493
chr16-96616325-96617080	ENSMUSG00000024493
chr16-97219188-97220053	ENSMUSG00000024493
chr16-97357105-97357937	ENSMUSG00000024493
chr16-97417639-97418504	ENSMUSG00000024493
chr16-97766342-97767259	ENSMUSG00000024493
chr16-9779969-9780841	ENSMUSG00000024493
chr1-83064579-83065474	ENSMUSG00000024524
chr1-83152883-83153789	ENSMUSG00000024524
chr19-29481984-29482909	ENSMUSG00000024535
chr2-32667455-32668301	ENSMUSG00000024560
chr2-32689142-32690050	ENSMUSG00000024560
chr2-3283577-3284487	ENSMUSG00000024560
chr3-35208318-35209205	ENSMUSG00000024566
chr3-35562799-35563602	ENSMUSG00000024566
chr1-3913433-3914331	ENSMUSG00000024583
chr1-41748976-41749867	ENSMUSG00000024587
chr1-41789796-41790659	ENSMUSG00000024587
chr1-106324332-106325237	ENSMUSG00000024594
chr1-127160935-127161317	ENSMUSG00000024597
chr4-40182675-40183571	ENSMUSG00000024647
chr4-40239206-40240000	ENSMUSG00000024647
chr11-105541695-105542601	ENSMUSG00000024664
chr11-105857916-105858735	ENSMUSG00000024664
chr11-105964471-105965329	ENSMUSG00000024664
chr11-5076481-5077335	ENSMUSG00000024695
chr11-50766443-50767296	ENSMUSG00000024695
chr11-89069028-89069882	ENSMUSG00000024713
chr11-11222942-11223829	ENSMUSG00000024740
chr11-112298645-112299569	ENSMUSG00000024740
chr10-6685414-6686318	ENSMUSG00000024758
chr14-57910287-57911213	ENSMUSG00000024766
chr14-57917091-57917988	ENSMUSG00000024766
chr14-57922891-57923644	ENSMUSG00000024766
chr14-57936282-57937233	ENSMUSG00000024766
chr13-48031203-48032101	ENSMUSG00000024785
chr13-48085520-48086402	ENSMUSG00000024785
chr13-51842051-51842965	ENSMUSG00000024789
chr13-51844429-51845148	ENSMUSG00000024789
chr13-51899424-51900254	ENSMUSG00000024789
chr13-51944247-51945177	ENSMUSG00000024789
chr10-42981025-42981858	ENSMUSG00000024791
chr10-42981025-42981858	ENSMUSG00000024792
chr15-26845219-26846112	ENSMUSG00000024798
chr15-26875445-26876336	ENSMUSG00000024798
chr15-30293954-30294710	ENSMUSG00000024803
chr15-30540967-30541810	ENSMUSG00000024803
chr15-30894799-30895686	ENSMUSG00000024803
chr15-30927411-30928266	ENSMUSG00000024803
chr10-122552880-122553766	ENSMUSG00000024824
chr10-122574978-122575866	ENSMUSG00000024824
chr10-123183279-123184017	ENSMUSG00000024824
chr10-42355774-42356641	ENSMUSG00000024826
chr10-42573264-42573800	ENSMUSG00000024826
chr10-42579496-42580432	ENSMUSG00000024826
chr10-42832418-42833314	ENSMUSG00000024826
chr10-25643422-25644247	ENSMUSG00000024846
chr10-25677619-25678531	ENSMUSG00000024846
chr10-25742481-25743397	ENSMUSG00000024846
chr10-13150168-13150987	ENSMUSG00000024889
chr10-13151123-13151962	ENSMUSG00000024889
chr14-27108553-27109472	ENSMUSG00000024899
chr10-19361368-19362207	ENSMUSG00000024902
chr10-30326613-30327466	ENSMUSG00000024914
chr10-34091658-34092537	ENSMUSG00000024922
chr10-3513572-3514323	ENSMUSG00000024926
chr10-43081046-43081922	ENSMUSG00000024944
chr10-59943489-59944248	ENSMUSG00000024955
chr10-60208904-60209831	ENSMUSG00000024955
chr10-60494856-60495735	ENSMUSG00000024955
chr10-59943489-59944248	ENSMUSG00000024957
chr10-60208904-60209831	ENSMUSG00000024957
chr10-60494856-60495735	ENSMUSG00000024957
chr19-42271998-42272910	ENSMUSG00000024978
chr19-42300510-42301448	ENSMUSG00000024978
chr19-42305820-42306539	ENSMUSG00000024978
chr15-71957768-71958471	ENSMUSG00000024986
chr15-72873510-72874172	ENSMUSG00000024986
chr15-73067164-73068088	ENSMUSG00000024986
chr16-11908787-11909693	ENSMUSG00000025001
chr16-11973461-11974322	ENSMUSG00000025001
chr16-21671149-21671988	ENSMUSG00000025003
chr16-33481041-33481863	ENSMUSG00000025006
chr16-33714011-33714887	ENSMUSG00000025006
chr16-70352741-70353726	ENSMUSG00000025019
chr16-87993733-87994624	ENSMUSG00000025020
chr16-8840243-8841180	ENSMUSG00000025020
chr16-88426258-88427124	ENSMUSG00000025020
chr19-30740659-30741506	ENSMUSG00000025024
chr19-27561336-27562198	ENSMUSG00000025027
chr19-27566651-27567518	ENSMUSG00000025027
chr17-83334895-83335871	ENSMUSG00000025034
chr17-83545202-83545836	ENSMUSG00000025034
chr17-8361007-8361919	ENSMUSG00000025034
chr17-84626083-84626960	ENSMUSG00000025036
chr17-87287759-87288673	ENSMUSG00000025050
chr17-87313057-87313862	ENSMUSG00000025050
chr17-90584632-90585465	ENSMUSG00000025050
chr17-90653111-90653956	ENSMUSG00000025050
chr4-23513679-23514542	ENSMUSG00000025056
chr4-149572338-149573267	ENSMUSG00000025059
chr1-157065817-157066679	ENSMUSG00000025094
chr7-98102925-98103850	ENSMUSG00000025134
chr7-98185023-98185916	ENSMUSG00000025134
chr7-98323273-98324164	ENSMUSG00000025134
chr7-98102925-98103850	ENSMUSG00000025135
chr7-98185023-98185916	ENSMUSG00000025135
chr7-98323273-98324164	ENSMUSG00000025135
chr9-30876829-30877756	ENSMUSG00000025139
chr7-98783695-98784584	ENSMUSG00000025141
chr16-89921107-89921988	ENSMUSG00000025154
chr8-100475698-100476602	ENSMUSG00000025162
chr8-100494188-100494990	ENSMUSG00000025162
chr8-70166438-70167345	ENSMUSG00000025364
chr7-96242150-96243080	ENSMUSG00000025380
chr8-58027529-58028383	ENSMUSG00000025402
chr6-33094375-33095288	ENSMUSG00000025413
chr6-33124194-33125110	ENSMUSG00000025413
chr3-115694917-115695849	ENSMUSG00000025428
chr3-116340829-116341719	ENSMUSG00000025428
chr3-116368569-116369333	ENSMUSG00000025428
chr9-26264667-26265593	ENSMUSG00000025464
chr9-24477094-24478028	ENSMUSG00000025467
chr9-27790751-27791681	ENSMUSG00000025479
chr8-79170170-79170952	ENSMUSG00000025532
chr8-79201439-79202327	ENSMUSG00000025532
chr8-79170170-79170952	ENSMUSG00000025533
chr8-79201439-79202327	ENSMUSG00000025533
chr8-101188236-101189164	ENSMUSG00000025555
chr8-101196763-101197670	ENSMUSG00000025555
chr4-48157120-48158030	ENSMUSG00000025613
chr16-39697051-39697875	ENSMUSG00000025757
chr16-3974211-3975116	ENSMUSG00000025757
chr10-42834087-42834949	ENSMUSG00000025815
chr10-42842121-42842844	ENSMUSG00000025815
chr10-42335703-42336605	ENSMUSG00000025816
chr4-48157120-48158030	ENSMUSG00000025839
chr16-92324468-92325220	ENSMUSG00000025862
chr19-42271998-42272910	ENSMUSG00000025878
chr19-42300510-42301448	ENSMUSG00000025878
chr19-42305820-42306539	ENSMUSG00000025878
chr2-35533451-35534327	ENSMUSG00000025885
chr10-25465968-25466881	ENSMUSG00000025887
chr10-25643422-25644247	ENSMUSG00000025887
chr10-25677619-25678531	ENSMUSG00000025887
chr10-25742481-25743397	ENSMUSG00000025887
chr11-75858727-75859636	ENSMUSG00000025932
chr11-76467048-76467756	ENSMUSG00000025932
chr11-66343738-66344481	ENSMUSG00000025935
chr11-66419353-66419831	ENSMUSG00000025935
chr11-66764873-66765652	ENSMUSG00000025935
chr11-66844124-66845002	ENSMUSG00000025935
chr11-66914001-66914892	ENSMUSG00000025935
chr11-66991913-66992804	ENSMUSG00000025935
chr11-83728466-83729366	ENSMUSG00000025940
chr11-83753394-83754258	ENSMUSG00000025940
chr1-51114476-51115379	ENSMUSG00000025949
chr1-51697033-51697939	ENSMUSG00000025949
chr1-41748976-41749867	ENSMUSG00000025958
chr1-41789796-41790659	ENSMUSG00000025958
chr1-41822636-41823555	ENSMUSG00000025958
chr1-41824956-41825703	ENSMUSG00000025958
chr1-80709073-80709866	ENSMUSG00000026004
chr1-80719831-80720694	ENSMUSG00000026004
chr1-80765289-80766165	ENSMUSG00000026004
chr1-155000663-155001249	ENSMUSG00000026027
chr1-155488917-155489788	ENSMUSG00000026027
chr1-137373691-137374542	ENSMUSG00000026036
chr1-137473621-137474526	ENSMUSG00000026036
chr1-130041331-130042185	ENSMUSG00000026039
chr1-13019351-13020154	ENSMUSG00000026039
chr1-131155240-131156138	ENSMUSG00000026039
chr1-132231475-132232402	ENSMUSG00000026039
chr16-24165150-24166051	ENSMUSG00000026073
chr16-24239035-24239786	ENSMUSG00000026073
chr16-24282000-24282886	ENSMUSG00000026073
chr16-24360560-24361447	ENSMUSG00000026073
chr15-86224858-86225747	ENSMUSG00000026088
chr15-86297350-86298282	ENSMUSG00000026088
chr19-27904355-27905179	ENSMUSG00000026100
chr19-27918744-27919608	ENSMUSG00000026100
chr19-27930748-27931631	ENSMUSG00000026100
chr19-26717964-26718836	ENSMUSG00000026102
chr15-74672157-74673036	ENSMUSG00000026110
chr15-74752502-74753336	ENSMUSG00000026110
chr15-75934427-75935301	ENSMUSG00000026110
chr15-40130791-40131682	ENSMUSG00000026121
chr12-8635293-8636198	ENSMUSG00000026141
chr12-86360746-86361656	ENSMUSG00000026141
chr12-86498579-86499500	ENSMUSG00000026141
chr12-86526103-86526941	ENSMUSG00000026141
chr3-8525768-8526575	ENSMUSG00000026159
chr3-85308656-85309518	ENSMUSG00000026159
chr2-58156712-58157617	ENSMUSG00000026162
chr2-58160632-58161339	ENSMUSG00000026162
chr2-58319565-58320476	ENSMUSG00000026162
chr4-100705674-100706548	ENSMUSG00000026163
chr4-100800857-100801719	ENSMUSG00000026163
chr2-36224257-36225182	ENSMUSG00000026173
chr2-170022677-170023538	ENSMUSG00000026189
chr2-142419524-142420428	ENSMUSG00000026196
chr2-14251938-14252350	ENSMUSG00000026196
chr2-59828091-59828870	ENSMUSG00000026200
chr2-59828091-59828870	ENSMUSG00000026202
chr2-59841139-59841974	ENSMUSG00000026202
chr4-141411294-141412133	ENSMUSG00000026222
chr4-141425350-141426211	ENSMUSG00000026222
chr4-141477461-141478376	ENSMUSG00000026222
chr4-15467672-15468578	ENSMUSG00000026229
chr4-154771345-154772171	ENSMUSG00000026229
chr4-154818965-154819875	ENSMUSG00000026229
chr4-155624280-155625183	ENSMUSG00000026229
chr3-141112418-141113230	ENSMUSG00000026245
chr3-141923397-141924327	ENSMUSG00000026245
chr3-141931204-141932099	ENSMUSG00000026245
chr3-142463138-142463988	ENSMUSG00000026245
chr3-143542486-143543343	ENSMUSG00000026245
chr3-143606709-143607575	ENSMUSG00000026245
chr3-144378238-144378685	ENSMUSG00000026245
chr3-144460152-144461016	ENSMUSG00000026245
chr11-79519642-79520465	ENSMUSG00000026317
chr11-79806681-79807541	ENSMUSG00000026317
chr11-79903024-79903690	ENSMUSG00000026317
chr6-22795436-22796190	ENSMUSG00000026321
chr6-23873074-23873851	ENSMUSG00000026321
chr6-28576582-28577301	ENSMUSG00000026321
chr6-28831787-28832691	ENSMUSG00000026321
chr5-34941438-34942376	ENSMUSG00000026336
chr9-37432753-37433605	ENSMUSG00000026358
chr9-16541782-16542326	ENSMUSG00000026393
chr9-17152042-17152956	ENSMUSG00000026393
chr9-106143870-106144720	ENSMUSG00000026424
chr8-9099369-9100139	ENSMUSG00000026435
chr8-91178825-91179744	ENSMUSG00000026435
chr9-66249035-66249900	ENSMUSG00000026468
chr9-60723099-60723993	ENSMUSG00000026473
chrX-13656439-13657324	ENSMUSG00000026546
chrX-134550610-134551468	ENSMUSG00000026554
chrX-51469319-51470239	ENSMUSG00000026620
chr9-85652336-85653242	ENSMUSG00000026691
chr12-105483281-105484162	ENSMUSG00000026739
chr11-9117285-9118191	ENSMUSG00000026743
chr11-91215412-91215870	ENSMUSG00000026743
chr11-91288951-91289821	ENSMUSG00000026743
chr11-82738817-82739709	ENSMUSG00000026748
chr11-82819108-82820006	ENSMUSG00000026748
chr15-95934878-95935772	ENSMUSG00000026749
chr15-96031454-96032319	ENSMUSG00000026749
chr15-96132342-96133234	ENSMUSG00000026749
chr16-14705241-14706124	ENSMUSG00000026753
chr16-15549976-15550872	ENSMUSG00000026753
chr16-15876851-15877711	ENSMUSG00000026753
chr16-17561095-17561828	ENSMUSG00000026753
chr16-12925774-12926631	ENSMUSG00000026754
chr16-13130165-13131049	ENSMUSG00000026754
chr13-52151483-52152381	ENSMUSG00000026799
chr13-52208722-52209578	ENSMUSG00000026799
chr13-45564658-45565562	ENSMUSG00000026806
chr13-45628147-45628996	ENSMUSG00000026806
chr14-27369243-27370043	ENSMUSG00000026814
chr14-27423314-27424142	ENSMUSG00000026814
chr14-27428491-27429213	ENSMUSG00000026814
chr14-28355805-28356601	ENSMUSG00000026814
chr13-44804665-44805522	ENSMUSG00000026816
chr13-44943345-44944273	ENSMUSG00000026816
chr13-45058797-45059724	ENSMUSG00000026816
chr14-27108553-27109472	ENSMUSG00000026817
chr19-5923795-5924414	ENSMUSG00000026826
chr19-8858801-8859631	ENSMUSG00000026827
chr1-132326523-132327425	ENSMUSG00000026830
chr1-134860373-134861197	ENSMUSG00000026834
chr1-13493753-13494450	ENSMUSG00000026834
chr14-121754792-121755716	ENSMUSG00000026840
chr14-121761838-121762689	ENSMUSG00000026840
chr14-122169995-122170911	ENSMUSG00000026840
chr14-12334685-12335531	ENSMUSG00000026840
chr14-107064472-107065372	ENSMUSG00000026843
chr13-73671329-73672105	ENSMUSG00000026853
chr13-73764378-73765076	ENSMUSG00000026853
chr13-96431496-96432373	ENSMUSG00000026854
chr13-72948779-72949604	ENSMUSG00000026856
chr13-73270203-73271156	ENSMUSG00000026856
chr17-47822674-47823493	ENSMUSG00000026866
chr17-47889024-47889848	ENSMUSG00000026866
chr17-47896843-47897650	ENSMUSG00000026866
chr17-48192414-48193264	ENSMUSG00000026866
chr17-4833920-4834830	ENSMUSG00000026866
chr14-77256808-77257577	ENSMUSG00000026867
chr14-78038823-78039715	ENSMUSG00000026867
chr14-85814618-85815508	ENSMUSG00000026873
chr15-30927411-30928266	ENSMUSG00000026889
chr15-28663717-28664510	ENSMUSG00000026890
chr15-30121766-30122656	ENSMUSG00000026890
chr15-30285849-30286623	ENSMUSG00000026890
chr15-30293954-30294710	ENSMUSG00000026890
chr15-26609163-26610084	ENSMUSG00000026894
chr15-26845219-26846112	ENSMUSG00000026894
chr15-26875445-26876336	ENSMUSG00000026894
chr13-12058720-12059464	ENSMUSG00000026926
chr13-12069906-12070789	ENSMUSG00000026926
chr19-28568261-28569146	ENSMUSG00000026960
chr19-29024068-29025003	ENSMUSG00000026960
chr19-29044108-29045017	ENSMUSG00000026960
chr19-29100831-29101725	ENSMUSG00000026960
chr12-99229874-99230741	ENSMUSG00000026969
chr12-99236390-99237263	ENSMUSG00000026969
chr12-99246887-99247842	ENSMUSG00000026969
chr12-99336230-99337161	ENSMUSG00000026969
chr12-99518952-99519817	ENSMUSG00000026969
chr1-181356645-181357519	ENSMUSG00000026971
chr1-181445803-181446360	ENSMUSG00000026971
chr12-79522121-79523005	ENSMUSG00000026984
chr12-7952230-7953048	ENSMUSG00000026984
chr12-7724753-7725649	ENSMUSG00000026986
chr12-7747760-7748627	ENSMUSG00000026986
chr12-77528570-77529238	ENSMUSG00000026986
chr1-167308187-167309062	ENSMUSG00000026987
chr1-158322990-158323915	ENSMUSG00000026989
chr1-74964407-74965237	ENSMUSG00000026994
chr3-18049446-18050256	ENSMUSG00000027011
chr2-147279543-147280297	ENSMUSG00000027018
chr2-14860000-14860857	ENSMUSG00000027018
chr1-88860825-88861678	ENSMUSG00000027022
chr1-88949625-88950543	ENSMUSG00000027022
chr2-118706226-118707077	ENSMUSG00000027048
chr4-126619547-126620471	ENSMUSG00000027078
chr4-126648049-126648912	ENSMUSG00000027078
chr4-125444012-125444953	ENSMUSG00000027079
chr4-125573703-125574581	ENSMUSG00000027079
chr4-120986164-120987063	ENSMUSG00000027082
chr2-125452469-125453375	ENSMUSG00000027088
chr2-27901851-27902661	ENSMUSG00000027107
chr2-28027848-28028766	ENSMUSG00000027107
chr2-28144455-28145068	ENSMUSG00000027107
chr2-180102964-180103848	ENSMUSG00000027109
chr2-180104011-180104869	ENSMUSG00000027109
chr2-159947873-159948603	ENSMUSG00000027111
chr2-160244565-160245473	ENSMUSG00000027111
chr2-160388267-160389179	ENSMUSG00000027111
chr2-160412775-160413573	ENSMUSG00000027111
chr2-160438796-160439581	ENSMUSG00000027111
chr7-109798218-109799048	ENSMUSG00000027130
chr7-109818962-109819743	ENSMUSG00000027130
chr7-109852985-109853785	ENSMUSG00000027130
chr7-110058831-110059716	ENSMUSG00000027131
chr6-144901523-144902229	ENSMUSG00000027170
chr6-127424714-127425716	ENSMUSG00000027187
chr6-127439236-127439847	ENSMUSG00000027187
chr5-115506231-115507109	ENSMUSG00000027195
chr8-25677024-25677676	ENSMUSG00000027202
chr8-31720295-31721200	ENSMUSG00000027207
chr8-35850110-35851015	ENSMUSG00000027208
chr8-35897207-35898126	ENSMUSG00000027208
chr8-35990765-35991676	ENSMUSG00000027208
chr8-36016331-36017239	ENSMUSG00000027208
chr7-133244340-133245238	ENSMUSG00000027210
chr7-133316436-133317392	ENSMUSG00000027210
chr5-107251627-107252484	ENSMUSG00000027222
chr5-107349791-107350666	ENSMUSG00000027222
chr4-99115821-99116589	ENSMUSG00000027244
chr8-88451626-88452380	ENSMUSG00000027330
chr8-37288145-37289009	ENSMUSG00000027360
chr8-37291132-37292005	ENSMUSG00000027360
chr8-38600828-38601711	ENSMUSG00000027364
chr8-38620310-38621233	ENSMUSG00000027364
chr8-6084705-6085608	ENSMUSG00000027381
chr8-60927718-60928338	ENSMUSG00000027381
chr8-71518807-71519712	ENSMUSG00000027395
chr8-76062539-76063128	ENSMUSG00000027397
chr8-76432191-76433023	ENSMUSG00000027398
chr8-79349893-79350820	ENSMUSG00000027405
chr9-34964777-34965572	ENSMUSG00000027419
chr9-40227875-40228765	ENSMUSG00000027425
chr9-40267654-40268379	ENSMUSG00000027425
chrX-143448682-143449564	ENSMUSG00000027510
chrX-143618481-143619356	ENSMUSG00000027510
chr9-99345003-99345917	ENSMUSG00000027547
chr11-78646304-78647213	ENSMUSG00000027555
chr11-78820177-78821022	ENSMUSG00000027555
chrX-22754831-22755724	ENSMUSG00000027582
chr9-64376499-64377332	ENSMUSG00000027605
chr13-24775923-24776828	ENSMUSG00000027698
chr13-24872818-24873724	ENSMUSG00000027698
chr13-24942406-24943232	ENSMUSG00000027698
chr15-40130791-40131682	ENSMUSG00000027714
chr19-40526273-40527205	ENSMUSG00000027750
chr19-40707924-40708827	ENSMUSG00000027750
chr19-40712464-40713371	ENSMUSG00000027750
chr19-40723390-40724203	ENSMUSG00000027750
chr1-184771360-184772274	ENSMUSG00000027765
chr1-125987551-125988470	ENSMUSG00000027805
chr1-126135508-126136389	ENSMUSG00000027805
chr1-127124812-127125718	ENSMUSG00000027805
chr1-13608513-13608865	ENSMUSG00000027806
chr1-144883303-144884063	ENSMUSG00000027810
chr1-44198511-44199196	ENSMUSG00000027827
chr1-44216454-44217249	ENSMUSG00000027827
chr1-82293922-82294754	ENSMUSG00000027833
chr1-82354099-82354916	ENSMUSG00000027833
chr2-61118377-61119272	ENSMUSG00000027834
chr2-61711239-61712138	ENSMUSG00000027834
chr6-121498889-121499779	ENSMUSG00000027855
chr6-118580939-118581814	ENSMUSG00000027858
chr5-68002411-68003311	ENSMUSG00000027867
